skill,sub_domain,difficulty,question,ideal_answer,answer,label,cos_similarity,length_ratio,aligned_score,word_count,source
System Design,system_design_core,Hard,How would you design a real-time chat application?,"Key components: WebSocket server for persistent connections (Socket.io or raw WS), a message queue (Kafka) for durable delivery, a presence service to track online users, and a database for message history. Flow: client sends message via WebSocket → server publishes to Kafka → consumer delivers to recipient's WebSocket if online, otherwise stores for retrieval. Use Redis Pub/Sub for small-scale fan-out. Store messages in Cassandra (write-heavy, time-ordered). Implement read receipts and typing indicators.","A real-time chat needs WebSockets for persistent connections, a message queue for reliability, and a database for history. Messages are published to a queue, delivered via WebSocket if the user is online, or stored for later delivery.",Average,0.2684,0.5139,0.34,37,curated_v3
System Design,system_design_core,Hard,How would you design a real-time chat application?,"Key components: WebSocket server for persistent connections (Socket.io or raw WS), a message queue (Kafka) for durable delivery, a presence service to track online users, and a database for message history. Flow: client sends message via WebSocket → server publishes to Kafka → consumer delivers to recipient's WebSocket if online, otherwise stores for retrieval. Use Redis Pub/Sub for small-scale fan-out. Store messages in Cassandra (write-heavy, time-ordered). Implement read receipts and typing indicators.",Use WebSockets for real-time communication. Store messages in a database and use a queue to handle message delivery reliably.,Poor,0.2091,0.2639,0.23,19,curated_v3
System Design,system_design_core,Hard,What is event sourcing?,"Event sourcing stores state changes as a sequence of immutable events rather than the current state. The current state is derived by replaying events. Benefits: complete audit trail, ability to replay and reconstruct past states, event-driven integration. Downsides: complexity of querying (often combined with CQRS for read models), event schema evolution, and large event stores for long-lived entities. Commonly paired with CQRS where commands produce events and read models are projected from events.","Traditional: store current state, update in place. Event sourcing: store every state change as an immutable event. Reconstruct state by replaying. Events are facts that happened (OrderPlaced, PaymentProcessed). Benefits: audit trail, temporal queries, event replay for new projections. CQRS: separate write model (commands → events) and read model (projections). Challenges: eventual consistency of read models, snapshot optimisation for long event streams.",Good,0.4704,0.8356,0.58,61,curated_v3
System Design,system_design_core,Hard,What is event sourcing?,"Event sourcing stores state changes as a sequence of immutable events rather than the current state. The current state is derived by replaying events. Benefits: complete audit trail, ability to replay and reconstruct past states, event-driven integration. Downsides: complexity of querying (often combined with CQRS for read models), event schema evolution, and large event stores for long-lived entities. Commonly paired with CQRS where commands produce events and read models are projected from events.",Event sourcing stores all state changes as events instead of the current state. You reconstruct state by replaying events. It provides a complete audit trail and allows rebuilding read models. Often used with CQRS.,Average,0.5856,0.4658,0.55,34,curated_v3
System Design,system_design_core,Hard,What is event sourcing?,"Event sourcing stores state changes as a sequence of immutable events rather than the current state. The current state is derived by replaying events. Benefits: complete audit trail, ability to replay and reconstruct past states, event-driven integration. Downsides: complexity of querying (often combined with CQRS for read models), event schema evolution, and large event stores for long-lived entities. Commonly paired with CQRS where commands produce events and read models are projected from events.",Event sourcing saves a log of all changes as events. The current state is calculated by replaying events.,Poor,0.4283,0.2466,0.37,18,curated_v3
System Design,system_design_core,Hard,How would you design a search engine?,"Components: a crawler (fetches and follows links), a parser/indexer (extracts text, builds an inverted index mapping terms to document IDs with positions), a ranking engine (TF-IDF, BM25, PageRank), and a query service. The inverted index is stored on disk (e.g., Lucene's segment-based design). For scale: distributed crawling with a URL frontier, distributed index sharded by term or document, and a query federation layer. Caching popular queries. Elasticsearch is built on Lucene.","Crawler: politeness (robots.txt, rate limiting), deduplication via URL hashing. Indexer: tokenisation, stemming, stop-word removal, positional inverted index. Ranking: BM25 for relevance, PageRank for authority, click signals. Serving: query parsing, index lookup, scoring, snippet generation. Scale: partition index by document range; federate queries. Elasticsearch uses multiple shards and replicas, Lucene segments merged in background.",Good,0.2768,0.7465,0.42,53,curated_v3
System Design,system_design_core,Hard,How would you design a search engine?,"Components: a crawler (fetches and follows links), a parser/indexer (extracts text, builds an inverted index mapping terms to document IDs with positions), a ranking engine (TF-IDF, BM25, PageRank), and a query service. The inverted index is stored on disk (e.g., Lucene's segment-based design). For scale: distributed crawling with a URL frontier, distributed index sharded by term or document, and a query federation layer. Caching popular queries. Elasticsearch is built on Lucene.","A search engine needs a crawler to fetch pages, an indexer to build an inverted index of terms to documents, and a ranking algorithm to sort results. Elasticsearch uses Lucene for indexing. Distributed sharding handles large document sets.",Average,0.2614,0.5352,0.34,38,curated_v3
System Design,system_design_core,Hard,How would you design a search engine?,"Components: a crawler (fetches and follows links), a parser/indexer (extracts text, builds an inverted index mapping terms to document IDs with positions), a ranking engine (TF-IDF, BM25, PageRank), and a query service. The inverted index is stored on disk (e.g., Lucene's segment-based design). For scale: distributed crawling with a URL frontier, distributed index sharded by term or document, and a query federation layer. Caching popular queries. Elasticsearch is built on Lucene.","A search engine crawls pages, indexes words, and ranks results. An inverted index maps words to documents for fast lookup.",Poor,0.0987,0.2817,0.15,20,curated_v3
System Design,system_design_core,Medium,What is the strangler fig pattern?,"The strangler fig pattern is a migration strategy for gradually replacing a monolith with microservices. New functionality is built as microservices; old functionality is incrementally extracted. A routing layer (API gateway or facade) sits in front of both systems, directing traffic to the monolith or new services. Over time the monolith shrinks until it can be decommissioned. This avoids a risky big-bang rewrite.",Pattern: put a facade (proxy or API gateway) in front of the monolith. Implement new features as microservices behind the facade. Extract high-value or high-change monolith capabilities iteratively. Route traffic incrementally. Eventually the monolith handles nothing and can be retired. Works well with feature toggles for gradual rollout. Requires investment in the routing layer.,Good,0.3106,0.8571,0.47,54,curated_v3
System Design,system_design_core,Medium,What is the strangler fig pattern?,"The strangler fig pattern is a migration strategy for gradually replacing a monolith with microservices. New functionality is built as microservices; old functionality is incrementally extracted. A routing layer (API gateway or facade) sits in front of both systems, directing traffic to the monolith or new services. Over time the monolith shrinks until it can be decommissioned. This avoids a risky big-bang rewrite.",The strangler fig pattern migrates from a monolith by gradually replacing features with microservices. A facade routes requests to either the monolith or new services. Over time the monolith is retired without a risky rewrite.,Average,0.4863,0.5556,0.51,35,curated_v3
System Design,system_design_core,Medium,What is the strangler fig pattern?,"The strangler fig pattern is a migration strategy for gradually replacing a monolith with microservices. New functionality is built as microservices; old functionality is incrementally extracted. A routing layer (API gateway or facade) sits in front of both systems, directing traffic to the monolith or new services. Over time the monolith shrinks until it can be decommissioned. This avoids a risky big-bang rewrite.",Strangler fig replaces a monolith piece by piece by adding new microservices while keeping the old system running.,Poor,0.2406,0.2857,0.25,18,curated_v3
System Design,system_design_core,Hard,How would you design a distributed job scheduler?,"Components: a job store (database with job definitions and schedules), a scheduler (polls for due jobs), workers (execute jobs), and a queue (decouples scheduler from workers). For distributed execution: use leader election (ZooKeeper, etcd) so only one scheduler fires each job. Workers pull from a queue (Celery/Redis, SQS). Track job state (pending, running, succeeded, failed) in the DB. Handle failures with retries and dead-letter queues. Cron-like scheduling with quartz or APScheduler.","Leader election ensures only one node fires each scheduled job. Job metadata in a DB: schedule (cron expression), next_run_at, last_run_at, status. Leader polls for jobs where next_run_at <= now, enqueues them atomically (optimistic locking or DB lock). Workers dequeue and execute. Heartbeat and timeout detect worker failures. Celery Beat for Python. For high scale: distributed cron with partitioned job ownership per node.",Good,0.2867,0.8732,0.46,62,curated_v3
System Design,system_design_core,Hard,How would you design a distributed job scheduler?,"Components: a job store (database with job definitions and schedules), a scheduler (polls for due jobs), workers (execute jobs), and a queue (decouples scheduler from workers). For distributed execution: use leader election (ZooKeeper, etcd) so only one scheduler fires each job. Workers pull from a queue (Celery/Redis, SQS). Track job state (pending, running, succeeded, failed) in the DB. Handle failures with retries and dead-letter queues. Cron-like scheduling with quartz or APScheduler.","A distributed job scheduler needs a database for job definitions, a leader election mechanism so only one node schedules each job, and a queue for workers to process jobs. Retries and dead-letter queues handle failures.",Average,0.5775,0.493,0.55,35,curated_v3
System Design,system_design_core,Hard,How would you design a distributed job scheduler?,"Components: a job store (database with job definitions and schedules), a scheduler (polls for due jobs), workers (execute jobs), and a queue (decouples scheduler from workers). For distributed execution: use leader election (ZooKeeper, etcd) so only one scheduler fires each job. Workers pull from a queue (Celery/Redis, SQS). Track job state (pending, running, succeeded, failed) in the DB. Handle failures with retries and dead-letter queues. Cron-like scheduling with quartz or APScheduler.",A distributed job scheduler uses a database to store jobs and a queue to distribute work to multiple workers.,Poor,0.399,0.2676,0.36,19,curated_v3
System Design,system_design_core,Medium,What is circuit breaker pattern?,"The circuit breaker pattern prevents cascading failures in distributed systems by wrapping calls to external services. States: Closed (normal, requests pass through), Open (failure threshold exceeded, requests fail fast without calling downstream), Half-Open (allows a test request to check if the service has recovered). If the test succeeds, transitions back to Closed; otherwise stays Open. Reduces latency and allows downstream services to recover. Hystrix and Resilience4j are implementations.","Circuit breaker states: Closed — calls succeed, track failures. Open — threshold breached, fail immediately for a timeout period. Half-open — allow one request: if success → Closed, else → Open. Configure: failure threshold (%), window, timeout. Benefits: fast failure under outage, gives downstream time to recover, prevents thread pool exhaustion. Pair with fallbacks and retries with exponential backoff.",Good,0.3255,0.8676,0.49,59,curated_v3
System Design,system_design_core,Medium,What is circuit breaker pattern?,"The circuit breaker pattern prevents cascading failures in distributed systems by wrapping calls to external services. States: Closed (normal, requests pass through), Open (failure threshold exceeded, requests fail fast without calling downstream), Half-Open (allows a test request to check if the service has recovered). If the test succeeds, transitions back to Closed; otherwise stays Open. Reduces latency and allows downstream services to recover. Hystrix and Resilience4j are implementations.",A circuit breaker wraps calls to external services. When too many failures occur it opens the circuit and fails fast. After a timeout it allows a test request. If that succeeds it closes again. This prevents cascading failures.,Average,0.3077,0.5588,0.38,38,curated_v3
System Design,system_design_core,Medium,What is circuit breaker pattern?,"The circuit breaker pattern prevents cascading failures in distributed systems by wrapping calls to external services. States: Closed (normal, requests pass through), Open (failure threshold exceeded, requests fail fast without calling downstream), Half-Open (allows a test request to check if the service has recovered). If the test succeeds, transitions back to Closed; otherwise stays Open. Reduces latency and allows downstream services to recover. Hystrix and Resilience4j are implementations.",Circuit breaker stops calling a failing service to prevent cascading failures. It reopens after a timeout to check if the service recovered.,Poor,0.1765,0.3235,0.22,22,curated_v3
System Design,system_design_core,Hard,What is CQRS?,"CQRS (Command Query Responsibility Segregation) separates the write model (commands that change state) from the read model (queries that return data). Commands go to a write service that updates the primary database and emits events. Events update one or more read-optimised projections (potentially different databases — Elasticsearch for search, Redis for caching). This allows independent scaling, optimised data models for reads vs writes, and eventual consistency between models.","CQRS: commands modify state (no return value); queries return data (no side effects). Separate stores: write DB (normalised, consistent) and read DB (denormalised projections). Synced by events. Read models can be Elasticsearch, Redis, Cassandra — optimised per query. Benefits: each side scales independently, read models can be rebuilt from events. Complexity: eventual consistency, multiple stores to maintain.",Good,0.3869,0.8382,0.52,57,curated_v3
System Design,system_design_core,Hard,What is CQRS?,"CQRS (Command Query Responsibility Segregation) separates the write model (commands that change state) from the read model (queries that return data). Commands go to a write service that updates the primary database and emits events. Events update one or more read-optimised projections (potentially different databases — Elasticsearch for search, Redis for caching). This allows independent scaling, optimised data models for reads vs writes, and eventual consistency between models.","CQRS separates read and write operations. Commands modify data and queries read it, using different models optimised for each. Read models can be denormalised for performance. Events keep read models in sync with the write model.",Average,0.4743,0.5294,0.49,36,curated_v3
System Design,system_design_core,Hard,What is CQRS?,"CQRS (Command Query Responsibility Segregation) separates the write model (commands that change state) from the read model (queries that return data). Commands go to a write service that updates the primary database and emits events. Events update one or more read-optimised projections (potentially different databases — Elasticsearch for search, Redis for caching). This allows independent scaling, optimised data models for reads vs writes, and eventual consistency between models.",CQRS means reads and writes use different models. Commands change data and queries read it.,Poor,0.3659,0.2206,0.32,15,curated_v3
DBMS,dbms_core,Easy,What are ACID properties?,"ACID stands for Atomicity (a transaction fully succeeds or fully fails — no partial state), Consistency (a transaction brings the database from one valid state to another, maintaining all constraints), Isolation (concurrent transactions execute as if they were serial — intermediate states are hidden), and Durability (once committed, changes survive system failures). These properties ensure correctness and reliability of database transactions.","Atomicity: all-or-nothing. Consistency: constraints are satisfied before and after. Isolation: concurrent transactions don't see each other's intermediate state. Durability: committed data persists even after crashes, ensured by write-ahead logging. Different isolation levels (Read Committed, Serializable) trade isolation strength for performance.",Good,0.2353,0.6557,0.36,40,curated_v3
DBMS,dbms_core,Easy,What are ACID properties?,"ACID stands for Atomicity (a transaction fully succeeds or fully fails — no partial state), Consistency (a transaction brings the database from one valid state to another, maintaining all constraints), Isolation (concurrent transactions execute as if they were serial — intermediate states are hidden), and Durability (once committed, changes survive system failures). These properties ensure correctness and reliability of database transactions.",ACID ensures database transactions are safe. Atomicity means all steps succeed or none do. Consistency keeps the database in a valid state. Isolation prevents transactions from interfering. Durability ensures committed data is saved permanently.,Average,0.2985,0.5574,0.38,34,curated_v3
DBMS,dbms_core,Easy,What are ACID properties?,"ACID stands for Atomicity (a transaction fully succeeds or fully fails — no partial state), Consistency (a transaction brings the database from one valid state to another, maintaining all constraints), Isolation (concurrent transactions execute as if they were serial — intermediate states are hidden), and Durability (once committed, changes survive system failures). These properties ensure correctness and reliability of database transactions.","ACID stands for Atomicity, Consistency, Isolation, Durability. They make sure database transactions work correctly.",Poor,0.2818,0.2295,0.27,14,curated_v3
DBMS,dbms_core,Medium,"What is database normalisation? Explain 1NF, 2NF, 3NF.",Normalisation eliminates data redundancy and ensures integrity. 1NF: each column holds atomic (indivisible) values and each row is unique. 2NF: in 1NF and every non-key column is fully functionally dependent on the whole primary key (eliminates partial dependencies). 3NF: in 2NF and no non-key column depends on another non-key column (eliminates transitive dependencies). BCNF is a stricter version of 3NF. Normalising reduces update anomalies but may require more JOINs.,"1NF removes repeating groups and ensures atomic values. 2NF removes partial dependencies (non-key columns depending on part of a composite PK). 3NF removes transitive dependencies (non-key column depending on another non-key column). Denormalization is sometimes done deliberately for performance (e.g., reporting tables).",Good,0.4447,0.6087,0.49,42,curated_v3
DBMS,dbms_core,Medium,"What is database normalisation? Explain 1NF, 2NF, 3NF.",Normalisation eliminates data redundancy and ensures integrity. 1NF: each column holds atomic (indivisible) values and each row is unique. 2NF: in 1NF and every non-key column is fully functionally dependent on the whole primary key (eliminates partial dependencies). 3NF: in 2NF and no non-key column depends on another non-key column (eliminates transitive dependencies). BCNF is a stricter version of 3NF. Normalising reduces update anomalies but may require more JOINs.,Normalisation organises database tables to reduce redundancy. 1NF requires atomic values. 2NF removes partial key dependencies. 3NF removes transitive dependencies. The goal is to eliminate update anomalies.,Average,0.2978,0.3913,0.33,27,curated_v3
DBMS,dbms_core,Medium,"What is database normalisation? Explain 1NF, 2NF, 3NF.",Normalisation eliminates data redundancy and ensures integrity. 1NF: each column holds atomic (indivisible) values and each row is unique. 2NF: in 1NF and every non-key column is fully functionally dependent on the whole primary key (eliminates partial dependencies). 3NF: in 2NF and no non-key column depends on another non-key column (eliminates transitive dependencies). BCNF is a stricter version of 3NF. Normalising reduces update anomalies but may require more JOINs.,"Database normalisation splits tables to reduce repeated data. 1NF, 2NF, and 3NF are increasing levels of normalisation.",Poor,0.1477,0.2464,0.18,17,curated_v3
DBMS,dbms_core,Medium,What is an index and how does a B-tree index work?,A B-tree (balanced tree) index stores keys in sorted order across multiple levels of nodes. The root and internal nodes contain keys and child pointers; leaf nodes contain keys and pointers to actual rows (or data in clustered indexes). Lookup is O(log n) by traversing from root to leaf. Insertions maintain balance by splitting full nodes. Range queries are efficient because leaf nodes are linked. B+ trees (the typical implementation) store all data in leaves and link them for efficient scans.,A B+ tree index keeps data sorted in a balanced tree so lookup is O(log n). Internal nodes store keys for routing; leaf nodes store keys and row pointers and are linked for range scans. Inserts may cause page splits. Clustered indexes store row data in the leaf level. Secondary indexes contain the primary key as a pointer to the clustered index.,Good,0.5135,0.7654,0.59,62,curated_v3
DBMS,dbms_core,Medium,What is an index and how does a B-tree index work?,A B-tree (balanced tree) index stores keys in sorted order across multiple levels of nodes. The root and internal nodes contain keys and child pointers; leaf nodes contain keys and pointers to actual rows (or data in clustered indexes). Lookup is O(log n) by traversing from root to leaf. Insertions maintain balance by splitting full nodes. Range queries are efficient because leaf nodes are linked. B+ trees (the typical implementation) store all data in leaves and link them for efficient scans.,A B-tree index organises data in a balanced tree so lookups are fast. The tree has multiple levels and the database traverses from top to bottom to find a value. It makes range queries and equality lookups efficient.,Average,0.1949,0.4691,0.28,38,curated_v3
DBMS,dbms_core,Medium,What is an index and how does a B-tree index work?,A B-tree (balanced tree) index stores keys in sorted order across multiple levels of nodes. The root and internal nodes contain keys and child pointers; leaf nodes contain keys and pointers to actual rows (or data in clustered indexes). Lookup is O(log n) by traversing from root to leaf. Insertions maintain balance by splitting full nodes. Range queries are efficient because leaf nodes are linked. B+ trees (the typical implementation) store all data in leaves and link them for efficient scans.,A B-tree index stores data sorted so the database can find rows quickly without scanning the whole table.,Poor,0.16,0.2222,0.18,18,curated_v3
DBMS,dbms_core,Easy,What is a JOIN and explain the different types?,A JOIN combines rows from two tables based on a related column. INNER JOIN returns rows where there is a match in both tables. LEFT JOIN returns all rows from the left table and matched rows from the right (NULLs for unmatched). RIGHT JOIN is the mirror. FULL OUTER JOIN returns all rows from both tables. CROSS JOIN is the Cartesian product. SELF JOIN joins a table with itself. Choose based on which unmatched rows you want to keep.,"INNER JOIN: only matching rows from both tables. LEFT JOIN: all from left, nulls where no match on right. RIGHT JOIN: reverse of left. FULL OUTER JOIN: all rows from both, nulls where no match. CROSS JOIN: every combination. SELF JOIN: join table to itself, useful for hierarchies. Performance depends on indexes on join columns.",Good,0.6664,0.6962,0.68,55,curated_v3
DBMS,dbms_core,Easy,What is a JOIN and explain the different types?,A JOIN combines rows from two tables based on a related column. INNER JOIN returns rows where there is a match in both tables. LEFT JOIN returns all rows from the left table and matched rows from the right (NULLs for unmatched). RIGHT JOIN is the mirror. FULL OUTER JOIN returns all rows from both tables. CROSS JOIN is the Cartesian product. SELF JOIN joins a table with itself. Choose based on which unmatched rows you want to keep.,JOINs combine data from multiple tables. INNER JOIN returns only rows with matches in both tables. LEFT JOIN returns all rows from the left table even if there's no match. FULL OUTER JOIN returns all rows from both tables.,Average,0.7228,0.4937,0.62,39,curated_v3
DBMS,dbms_core,Easy,What is a JOIN and explain the different types?,A JOIN combines rows from two tables based on a related column. INNER JOIN returns rows where there is a match in both tables. LEFT JOIN returns all rows from the left table and matched rows from the right (NULLs for unmatched). RIGHT JOIN is the mirror. FULL OUTER JOIN returns all rows from both tables. CROSS JOIN is the Cartesian product. SELF JOIN joins a table with itself. Choose based on which unmatched rows you want to keep.,JOINs link tables together. INNER JOIN gives matching rows. LEFT JOIN keeps all left rows. RIGHT JOIN keeps all right rows.,Poor,0.6039,0.2658,0.45,21,curated_v3
DBMS,dbms_core,Medium,What is a stored procedure?,"A stored procedure is a precompiled collection of SQL statements stored in the database and executed by name. Benefits include code reuse, reduced network traffic (batch operations in one call), encapsulation of business logic, and improved security via permissions on procedures rather than tables. Downsides include vendor lock-in, difficulty versioning and testing, and potential for complex debugging. Stored procedures can accept parameters and return result sets or output parameters.","Stored procedures are named, reusable SQL code blocks stored on the server. They reduce client-server round trips, can encapsulate complex logic, and can improve security by granting EXECUTE on the procedure rather than table-level access. Compared to ORMs they can be harder to version and test. Triggers differ in that they fire automatically on DML events.",Good,0.1773,0.8116,0.37,56,curated_v3
DBMS,dbms_core,Medium,What is a stored procedure?,"A stored procedure is a precompiled collection of SQL statements stored in the database and executed by name. Benefits include code reuse, reduced network traffic (batch operations in one call), encapsulation of business logic, and improved security via permissions on procedures rather than tables. Downsides include vendor lock-in, difficulty versioning and testing, and potential for complex debugging. Stored procedures can accept parameters and return result sets or output parameters.",A stored procedure is a set of SQL statements saved in the database that you can call by name. It helps with code reuse and can improve performance by reducing network round trips.,Average,0.2081,0.4783,0.29,33,curated_v3
DBMS,dbms_core,Medium,What is a stored procedure?,"A stored procedure is a precompiled collection of SQL statements stored in the database and executed by name. Benefits include code reuse, reduced network traffic (batch operations in one call), encapsulation of business logic, and improved security via permissions on procedures rather than tables. Downsides include vendor lock-in, difficulty versioning and testing, and potential for complex debugging. Stored procedures can accept parameters and return result sets or output parameters.",Stored procedures are saved SQL code in the database that can be run by calling their name.,Poor,0.2458,0.2464,0.25,17,curated_v3
DBMS,dbms_core,Easy,What is the difference between a primary key and a foreign key?,"A primary key uniquely identifies each row in a table. It must be unique and not null, and each table can have only one. A foreign key is a column (or set of columns) in a table that references the primary key of another table, enforcing referential integrity — you cannot insert a foreign key value that doesn't exist in the referenced table, and deleting a referenced row is constrained (depending on ON DELETE rule: CASCADE, SET NULL, RESTRICT).","Primary key: uniquely identifies a row, not null, one per table, often an auto-increment integer or UUID. Foreign key: references a primary key in another table. Enforces referential integrity — inserts check parent exists, deletes/updates are constrained. Cascading options let you propagate changes automatically.",Good,0.4771,0.557,0.5,44,curated_v3
DBMS,dbms_core,Easy,What is the difference between a primary key and a foreign key?,"A primary key uniquely identifies each row in a table. It must be unique and not null, and each table can have only one. A foreign key is a column (or set of columns) in a table that references the primary key of another table, enforcing referential integrity — you cannot insert a foreign key value that doesn't exist in the referenced table, and deleting a referenced row is constrained (depending on ON DELETE rule: CASCADE, SET NULL, RESTRICT).",A primary key uniquely identifies rows in a table and can't be null. A foreign key references a primary key in another table to link related data and enforce referential integrity.,Average,0.5699,0.3924,0.52,31,curated_v3
DBMS,dbms_core,Easy,What is the difference between a primary key and a foreign key?,"A primary key uniquely identifies each row in a table. It must be unique and not null, and each table can have only one. A foreign key is a column (or set of columns) in a table that references the primary key of another table, enforcing referential integrity — you cannot insert a foreign key value that doesn't exist in the referenced table, and deleting a referenced row is constrained (depending on ON DELETE rule: CASCADE, SET NULL, RESTRICT).",Primary key is the unique identifier for rows. Foreign key links to a primary key in another table.,Poor,0.4696,0.2278,0.4,18,curated_v3
DBMS,dbms_core,Hard,What is a transaction isolation level?,"Isolation levels define how and when changes by one transaction are visible to others. Read Uncommitted: can see uncommitted changes (dirty reads). Read Committed: only sees committed data (default in many DBs). Repeatable Read: same rows return same data within a transaction (prevents non-repeatable reads but allows phantom reads). Serializable: fully serial execution, no anomalies. Higher isolation reduces anomalies but increases contention and may lower throughput.","SQL standard isolation levels: Read Uncommitted (dirty reads allowed), Read Committed (no dirty reads), Repeatable Read (prevents non-repeatable reads), Serializable (no phantoms). Anomalies: dirty read (reading uncommitted), non-repeatable read (row changes between reads in same transaction), phantom read (new rows appear in a range query). Most databases default to Read Committed; MySQL InnoDB defaults to Repeatable Read using MVCC.",Good,0.5893,0.8939,0.68,59,curated_v3
DBMS,dbms_core,Hard,What is a transaction isolation level?,"Isolation levels define how and when changes by one transaction are visible to others. Read Uncommitted: can see uncommitted changes (dirty reads). Read Committed: only sees committed data (default in many DBs). Repeatable Read: same rows return same data within a transaction (prevents non-repeatable reads but allows phantom reads). Serializable: fully serial execution, no anomalies. Higher isolation reduces anomalies but increases contention and may lower throughput.",Isolation levels control how transactions see each other's changes. Lower levels allow more anomalies but are faster. Read Committed prevents dirty reads. Serializable prevents all anomalies but reduces concurrency.,Average,0.4211,0.4394,0.43,29,curated_v3
DBMS,dbms_core,Hard,What is a transaction isolation level?,"Isolation levels define how and when changes by one transaction are visible to others. Read Uncommitted: can see uncommitted changes (dirty reads). Read Committed: only sees committed data (default in many DBs). Repeatable Read: same rows return same data within a transaction (prevents non-repeatable reads but allows phantom reads). Serializable: fully serial execution, no anomalies. Higher isolation reduces anomalies but increases contention and may lower throughput.",Isolation levels set how much one transaction can see from other transactions. Higher isolation is safer but slower.,Poor,0.1787,0.2727,0.21,18,curated_v3
DBMS,dbms_core,Medium,What is a view in a database?,"A view is a named, stored SQL query that acts like a virtual table. It doesn't store data (unless materialised) but presents a result set from one or more base tables each time it's queried. Views simplify complex queries, enforce security by exposing only certain columns/rows, and provide a stable interface when the underlying schema changes. Materialised views store the result and must be refreshed, offering better read performance for expensive aggregations.","A view is a saved SELECT query. Regular views run the query each time they're accessed. Materialised views cache the result for performance, used for expensive aggregates or reporting. Views can limit column/row access for security. Updatable views (satisfying certain conditions) allow DML on the underlying table.",Good,0.2862,0.6528,0.4,47,curated_v3
DBMS,dbms_core,Medium,What is a view in a database?,"A view is a named, stored SQL query that acts like a virtual table. It doesn't store data (unless materialised) but presents a result set from one or more base tables each time it's queried. Views simplify complex queries, enforce security by exposing only certain columns/rows, and provide a stable interface when the underlying schema changes. Materialised views store the result and must be refreshed, offering better read performance for expensive aggregations.",A view is a virtual table based on a SQL query. It doesn't store data itself but lets you query it like a table. Useful for simplifying complex queries and restricting data access.,Average,0.2699,0.4583,0.33,33,curated_v3
DBMS,dbms_core,Medium,What is a view in a database?,"A view is a named, stored SQL query that acts like a virtual table. It doesn't store data (unless materialised) but presents a result set from one or more base tables each time it's queried. Views simplify complex queries, enforce security by exposing only certain columns/rows, and provide a stable interface when the underlying schema changes. Materialised views store the result and must be refreshed, offering better read performance for expensive aggregations.",A view is a saved query you can query like a table. It makes complex queries reusable.,Poor,0.177,0.2361,0.19,17,curated_v3
DBMS,dbms_core,Medium,Explain the difference between clustered and non-clustered indexes.,A clustered index determines the physical storage order of rows — the table data is stored in the order of the clustered index. There can be only one per table. Non-clustered indexes are separate structures containing indexed column values and a pointer (row ID or primary key) back to the actual row. Lookups via a non-clustered index require an extra fetch to the actual row (key lookup). Clustered indexes are fastest for range scans; non-clustered for selective equality lookups.,Clustered: data rows stored in leaf pages of the index — the table IS the index. Fastest for range queries on the key. One per table. Non-clustered: separate B-tree with row locators (RID or PK for clustered tables). Lookup requires an extra step to fetch the actual row unless it's a covering index. Multiple non-clustered indexes allowed.,Good,0.6328,0.7215,0.66,57,curated_v3
DBMS,dbms_core,Medium,Explain the difference between clustered and non-clustered indexes.,A clustered index determines the physical storage order of rows — the table data is stored in the order of the clustered index. There can be only one per table. Non-clustered indexes are separate structures containing indexed column values and a pointer (row ID or primary key) back to the actual row. Lookups via a non-clustered index require an extra fetch to the actual row (key lookup). Clustered indexes are fastest for range scans; non-clustered for selective equality lookups.,A clustered index physically orders the table data by the index key. A non-clustered index is a separate structure that points back to the data. You can only have one clustered index but many non-clustered ones.,Average,0.5381,0.4557,0.51,36,curated_v3
DBMS,dbms_core,Medium,Explain the difference between clustered and non-clustered indexes.,A clustered index determines the physical storage order of rows — the table data is stored in the order of the clustered index. There can be only one per table. Non-clustered indexes are separate structures containing indexed column values and a pointer (row ID or primary key) back to the actual row. Lookups via a non-clustered index require an extra fetch to the actual row (key lookup). Clustered indexes are fastest for range scans; non-clustered for selective equality lookups.,Clustered index stores data in the order of the index. Non-clustered is a separate structure pointing to rows.,Poor,0.4728,0.2278,0.4,18,curated_v3
DBMS,dbms_core,Hard,What is a deadlock and how do databases handle it?,"A deadlock occurs when two or more transactions each hold a lock that the other needs, creating a circular wait. Databases detect deadlocks using a wait-for graph (looking for cycles). Upon detection, the database selects a victim transaction (usually the one with the least cost to roll back), aborts it, and allows the others to proceed. Prevention strategies include acquiring locks in a consistent order and using lock timeouts. Optimistic concurrency avoids locks entirely.","Deadlock: T1 holds lock A and waits for B; T2 holds B and waits for A. Databases detect this via wait-for graph cycle detection and roll back the victim. To avoid deadlocks: always acquire locks in the same order, use short transactions, minimise lock scope. Some databases use lock timeouts (innodb_lock_wait_timeout) to break potential deadlocks.",Good,0.3033,0.7432,0.44,55,curated_v3
DBMS,dbms_core,Hard,What is a deadlock and how do databases handle it?,"A deadlock occurs when two or more transactions each hold a lock that the other needs, creating a circular wait. Databases detect deadlocks using a wait-for graph (looking for cycles). Upon detection, the database selects a victim transaction (usually the one with the least cost to roll back), aborts it, and allows the others to proceed. Prevention strategies include acquiring locks in a consistent order and using lock timeouts. Optimistic concurrency avoids locks entirely.",A deadlock happens when two transactions are each waiting for a lock held by the other. The database detects this and kills one transaction so the other can proceed. Developers can prevent deadlocks by locking resources in a consistent order.,Average,0.2048,0.5405,0.31,40,curated_v3
